persid,most_used_mode
Y24H6026133P01,Vehicle Driver
Y24H6026133P02,Vehicle Driver
Y24H6026133P03,Vehicle Passenger
Y24H6026133P04,Vehicle Passenger
Y24H6026137P01,Vehicle Driver
Y24H6026141P03,Vehicle Driver
Y24H6026141P04,Vehicle Passenger
Y24H6026141P05,Vehicle Driver
Y24H6030101P01,Vehicle Passenger
Y24H6030101P02,Vehicle Driver
Y24H6030102P01,Walking
Y24H6030102P02,Vehicle Driver
Y24H6030103P01,Vehicle Driver
Y24H6030103P02,Walking
Y24H6030103P03,Vehicle Driver
Y24H6030103P04,Vehicle Passenger
Y24H6030105P01,Vehicle Driver
Y24H6030105P02,Vehicle Driver
Y24H6030105P03,Vehicle Driver
Y24H6030105P04,Vehicle Driver
Y24H6030105P05,Vehicle Passenger
Y24H6030105P06,Vehicle Passenger
Y24H6030105P08,Vehicle Passenger
Y24H6030106P01,Vehicle Driver
Y24H6030106P03,Vehicle Passenger
Y24H6030111P02,Vehicle Driver
Y24H6030111P03,Vehicle Driver
Y24H6030112P01,Vehicle Driver
Y24H6030112P02,Vehicle Passenger
Y24H6030115P01,Vehicle Driver
Y24H6030115P02,Vehicle Passenger
Y24H6030119P01,Walking
Y24H6030121P01,Vehicle Driver
Y24H6030121P02,Vehicle Passenger
Y24H6030122P02,Vehicle Driver
Y24H6030122P03,Vehicle Driver
Y24H6030122P04,Vehicle Driver
Y24H6030123P01,Vehicle Driver
Y24H6030123P02,Vehicle Driver
Y24H6030123P03,Vehicle Passenger
Y24H6030123P04,Vehicle Passenger
Y24H6030128P01,Vehicle Driver
Y24H6030128P02,Vehicle Passenger
Y24H6030129P01,Walking
Y24H6030132P02,Vehicle Driver
Y24H6030133P01,Vehicle Passenger
Y24H6030133P02,Bicycle
Y24H6030133P03,Public Bus
Y24H6030134P02,Vehicle Passenger
Y24H6030134P03,Vehicle Driver
Y24H6030140P01,Rideshare Service
Y24H6030140P02,Vehicle Driver
Y24H6030140P03,Vehicle Passenger
Y24H6030140P04,Vehicle Passenger
Y24H6030201P01,Vehicle Driver
Y24H6030201P02,Vehicle Driver
Y24H6030206P01,Vehicle Driver
Y24H6030206P02,Vehicle Passenger
Y24H6030206P03,Vehicle Passenger
Y24H6030206P04,Vehicle Passenger
Y24H6030207P01,Vehicle Driver
Y24H6030207P02,Vehicle Driver
Y24H6030208P01,Vehicle Driver
Y24H6030208P02,Walking
Y24H6030208P03,Vehicle Passenger
Y24H6030208P04,Vehicle Passenger
Y24H6030209P01,Vehicle Driver
Y24H6030209P02,Vehicle Driver
Y24H6030210P01,Vehicle Driver
Y24H6030212P01,Vehicle Driver
Y24H6030212P03,Walking
Y24H6030212P04,Walking
Y24H6030214P01,Walking
Y24H6030218P01,Vehicle Driver
Y24H6030218P02,Vehicle Driver
Y24H6030218P03,Vehicle Driver
Y24H6030218P04,Vehicle Driver
Y24H6030223P01,Vehicle Driver
Y24H6030223P02,Vehicle Driver
Y24H6030223P03,Vehicle Passenger
Y24H6030225P01,Vehicle Passenger
Y24H6030225P02,Vehicle Driver
Y24H6030225P03,Vehicle Passenger
Y24H6030226P01,Vehicle Driver
Y24H6030227P01,Vehicle Passenger
Y24H6030227P02,Vehicle Driver
Y24H6030227P03,Vehicle Passenger
Y24H6030227P04,Vehicle Passenger
Y24H6030228P01,Walking
Y24H6030228P02,Walking
Y24H6030229P01,Vehicle Driver
Y24H6030229P02,Vehicle Driver
Y24H6030229P03,Vehicle Passenger
Y24H6030229P04,Vehicle Passenger
Y24H6030230P02,Vehicle Driver
Y24H6030233P01,Vehicle Driver
Y24H6030234P01,Vehicle Driver
Y24H6030234P02,Vehicle Driver
Y24H6030235P01,Vehicle Driver
Y24H6030236P01,Vehicle Driver
Y24H6030236P02,Vehicle Passenger
Y24H6030236P03,Vehicle Passenger
Y24H6030236P04,Vehicle Passenger
Y24H6030238P01,Walking
Y24H6030238P02,Vehicle Driver
Y24H6030240P01,Vehicle Driver
Y24H6030240P02,Vehicle Passenger
Y24H6030242P01,Vehicle Driver
Y24H6030242P02,Vehicle Passenger
Y24H6030402P01,Vehicle Driver
Y24H6030402P02,Vehicle Driver
Y24H6030402P03,Train
Y24H6030402P04,Vehicle Passenger
Y24H6030402P05,Vehicle Passenger
Y24H6030405P01,Vehicle Driver
Y24H6030405P02,Vehicle Driver
Y24H6030405P03,School Bus
Y24H6030405P04,Vehicle Passenger
Y24H6030405P05,School Bus
Y24H6030414P01,Vehicle Passenger
Y24H6030414P02,Vehicle Driver
Y24H6030421P01,Vehicle Driver
Y24H6030425P01,Vehicle Driver
Y24H6030426P01,Walking
Y24H6030426P03,Vehicle Driver
Y24H6030429P01,Vehicle Driver
Y24H6030429P02,Walking
Y24H6030430P01,Vehicle Driver
Y24H6030433P01,Vehicle Driver
Y24H6030433P02,Vehicle Driver
Y24H6030435P01,Vehicle Driver
Y24H6030435P02,Vehicle Driver
Y24H6030438P01,Vehicle Passenger
Y24H6030438P02,Vehicle Driver
Y24H6030438P03,Vehicle Driver
Y24H6030438P04,Vehicle Passenger
Y24H6030440P01,Vehicle Driver
Y24H6030440P03,Walking
Y24H6030440P04,Vehicle Passenger
Y24H6030441P01,Vehicle Driver
Y24H6030441P02,Vehicle Passenger
Y24H6030510P01,Vehicle Passenger
Y24H6030511P01,Vehicle Driver
Y24H6030511P02,Vehicle Passenger
Y24H6030513P01,Vehicle Driver
Y24H6030518P02,Walking
Y24H6030518P03,Vehicle Driver
Y24H6030525P01,Vehicle Driver
Y24H6030525P02,Vehicle Driver
Y24H6030525P03,Vehicle Passenger
Y24H6030525P04,Vehicle Passenger
Y24H6030526P02,Vehicle Driver
Y24H6030531P01,Train
Y24H6030533P01,Vehicle Driver
Y24H6030533P02,Vehicle Driver
Y24H6030536P01,Public Bus
Y24H6030536P02,Public Bus
Y24H6030539P01,Vehicle Driver
Y24H6030541P01,Vehicle Driver
Y24H6030541P02,Walking
Y24H6030541P03,Walking
Y24H6036101P01,Vehicle Driver
Y24H6036101P02,Vehicle Driver
Y24H6036101P03,Vehicle Passenger
Y24H6036104P01,Vehicle Driver
Y24H6036107P01,Vehicle Driver
Y24H6036107P02,Vehicle Passenger
Y24H6036115P01,Vehicle Driver
Y24H6036123P01,Vehicle Driver
Y24H6036123P02,Vehicle Driver
Y24H6036126P01,Walking
Y24H6036126P03,School Bus
Y24H6036126P04,School Bus
Y24H6036129P01,Vehicle Driver
Y24H6036129P02,Vehicle Passenger
Y24H6036133P01,Vehicle Driver
Y24H6036133P02,Vehicle Passenger
Y24H6036139P01,Walking
Y24H6036140P01,Vehicle Driver
Y24H6036140P02,Vehicle Passenger
Y24H6036201P01,Vehicle Driver
Y24H6036204P01,Vehicle Driver
Y24H6036209P01,Vehicle Driver
Y24H6036209P02,Vehicle Driver
Y24H6036210P01,Vehicle Driver
Y24H6036210P02,Vehicle Driver
Y24H6036213P01,Vehicle Driver
Y24H6036213P02,Vehicle Passenger
Y24H6036217P01,Walking
Y24H6036220P02,Vehicle Driver
Y24H6036220P03,Bicycle
Y24H6036228P01,Vehicle Passenger
Y24H6036236P01,Vehicle Driver
Y24H6036236P02,Vehicle Driver
Y24H6036236P03,Vehicle Passenger
Y24H6036241P01,Vehicle Driver
Y24H6036241P02,Vehicle Passenger
Y24H6040103P01,Vehicle Driver
Y24H6040103P03,Vehicle Driver
Y24H6040105P01,Vehicle Passenger
Y24H6040105P02,Vehicle Driver
Y24H6040105P04,Vehicle Driver
Y24H6040105P05,Vehicle Driver
Y24H6040107P01,Vehicle Driver
Y24H6040111P01,Walking
Y24H6040113P01,Vehicle Driver
Y24H6040113P02,Vehicle Passenger
Y24H6040113P03,Vehicle Passenger
Y24H6040117P01,Vehicle Passenger
Y24H6040124P01,Vehicle Driver
Y24H6040125P01,Vehicle Driver
Y24H6040125P02,Vehicle Driver
Y24H6040126P01,Vehicle Driver
Y24H6040126P02,Vehicle Passenger
Y24H6040127P01,Vehicle Passenger
Y24H6040127P02,Vehicle Driver
Y24H6040127P03,Vehicle Passenger
Y24H6040137P01,Vehicle Driver
Y24H6040137P02,Vehicle Driver
Y24H6040138P01,Vehicle Driver
Y24H6040138P02,Vehicle Driver
Y24H6040141P02,Vehicle Driver
Y24H6040203P02,Vehicle Driver
Y24H6040203P03,Vehicle Passenger
Y24H6040205P01,Vehicle Passenger
Y24H6040206P02,Vehicle Driver
Y24H6040206P03,Vehicle Passenger
Y24H6040207P01,Vehicle Driver
Y24H6040207P02,Vehicle Driver
Y24H6040211P01,Vehicle Driver
Y24H6040213P01,Vehicle Driver
Y24H6040213P02,Vehicle Driver
Y24H6040217P01,Vehicle Driver
Y24H6040221P01,Vehicle Passenger
Y24H6040224P01,Vehicle Driver
Y24H6040224P02,Vehicle Driver
Y24H6040224P03,Vehicle Passenger
Y24H6040224P04,Vehicle Passenger
Y24H6040232P01,Vehicle Driver
Y24H6040235P02,Vehicle Driver
Y24H6040237P01,Vehicle Driver
Y24H6040237P02,Vehicle Passenger
Y24H6040239P01,Vehicle Driver
Y24H6040239P02,Vehicle Passenger
Y24H6040240P01,Vehicle Driver
Y24H6040240P02,Train
Y24H6040241P01,Vehicle Passenger
Y24H6040241P02,Vehicle Driver
Y24H6040241P03,Vehicle Passenger
Y24H6040242P01,Vehicle Driver
Y24H6040242P02,Vehicle Driver
Y24H6040242P03,Vehicle Driver
Y24H6040301P02,Walking
Y24H6040302P01,Walking
Y24H6040302P02,Other
Y24H6040302P03,Other
Y24H6040302P04,Other
Y24H6040304P01,Vehicle Driver
Y24H6040305P01,Vehicle Driver
Y24H6040305P02,Vehicle Driver
Y24H6040305P03,Vehicle Passenger
Y24H6040305P04,Vehicle Passenger
Y24H6040306P01,Vehicle Passenger
Y24H6040306P02,Vehicle Driver
Y24H6040308P01,Vehicle Driver
Y24H6040308P02,Walking
Y24H6040309P01,Rideshare Service
Y24H6040309P02,Walking
Y24H6040309P03,Vehicle Driver
Y24H6040311P01,Vehicle Driver
Y24H6040312P01,Vehicle Driver
Y24H6040312P02,Vehicle Passenger
Y24H6040315P01,Vehicle Driver
Y24H6040316P01,Vehicle Driver
Y24H6040316P02,Vehicle Driver
Y24H6040316P03,Walking
Y24H6040316P05,Vehicle Passenger
Y24H6040317P01,Vehicle Driver
Y24H6040317P02,Vehicle Passenger
Y24H6040317P03,Vehicle Driver
Y24H6040318P01,Vehicle Driver
Y24H6040318P02,Vehicle Driver
Y24H6040319P01,Vehicle Driver
Y24H6040319P02,Vehicle Driver
Y24H6040319P03,Vehicle Passenger
Y24H6040319P04,Vehicle Passenger
Y24H6040321P01,Vehicle Driver
Y24H6040321P02,Vehicle Passenger
Y24H6040321P03,Vehicle Driver
Y24H6040331P01,Rideshare Service
Y24H6040331P02,Vehicle Passenger
Y24H6040331P03,Vehicle Driver
Y24H6040338P01,Walking
Y24H6040338P02,Train
Y24H6040338P03,Walking
Y24H6040338P04,Walking
Y24H6040339P01,Vehicle Driver
Y24H6040340P01,Walking
Y24H6040501P01,Vehicle Driver
Y24H6040501P02,Vehicle Passenger
Y24H6040501P03,Vehicle Passenger
Y24H6040501P04,Vehicle Passenger
Y24H6040509P01,Vehicle Passenger
Y24H6040509P02,Vehicle Driver
Y24H6040515P05,Vehicle Driver
Y24H6040515P06,Public Bus
Y24H6040516P02,Train
Y24H6040517P01,Train
Y24H6040517P02,Vehicle Driver
Y24H6040517P03,Vehicle Passenger
Y24H6040517P04,Vehicle Driver
Y24H6040518P01,Vehicle Passenger
Y24H6040518P02,Vehicle Driver
Y24H6040526P01,Vehicle Driver
Y24H6040526P02,Vehicle Passenger
Y24H6040526P03,Train
Y24H6040526P04,Vehicle Passenger
Y24H6040527P01,Vehicle Driver
Y24H6040527P02,Vehicle Passenger
Y24H6040527P03,Vehicle Passenger
Y24H6040527P04,Vehicle Passenger
Y24H6040528P01,Vehicle Driver
Y24H6040528P02,Walking
Y24H6040534P01,Vehicle Driver
Y24H6040534P02,Vehicle Passenger
Y24H6040534P03,Vehicle Passenger
Y24H6040534P04,Vehicle Passenger
Y24H6040536P01,Vehicle Driver
Y24H6040536P02,Vehicle Driver
Y24H6040536P03,Vehicle Passenger
Y24H6040538P01,Vehicle Driver
Y24H6040538P02,Rideshare Service
Y24H6040538P03,Vehicle Passenger
Y24H6040539P01,Vehicle Passenger
Y24H6040539P02,Vehicle Driver
Y24H6040539P03,Vehicle Passenger
Y24H6040539P05,Vehicle Passenger
Y24H6046110P01,Vehicle Driver
Y24H6046110P02,Vehicle Driver
Y24H6046110P03,Vehicle Driver
Y24H6046111P01,Vehicle Driver
Y24H6046111P02,Vehicle Driver
Y24H6046111P03,Vehicle Passenger
Y24H6046112P01,Vehicle Driver
Y24H6046123P01,Vehicle Driver
Y24H6046123P02,Vehicle Passenger
Y24H6046124P01,Walking
Y24H6046126P01,Vehicle Driver
Y24H6046126P02,Walking
Y24H6046126P03,Vehicle Passenger
Y24H6046130P01,Vehicle Driver
Y24H6046130P02,Walking
Y24H6046131P01,Vehicle Driver
Y24H6046133P01,Vehicle Driver
Y24H6046133P02,Vehicle Driver
Y24H6046135P01,Vehicle Driver
Y24H6046135P02,Vehicle Passenger
Y24H6046140P01,Vehicle Driver
Y24H6046140P02,Vehicle Driver
Y24H6046205P02,Vehicle Driver
Y24H6046207P01,Vehicle Driver
Y24H6046208P02,Vehicle Driver
Y24H6046208P03,Vehicle Passenger
Y24H6046208P04,Vehicle Passenger
Y24H6046210P01,Vehicle Driver
Y24H6046210P02,Vehicle Driver
Y24H6046212P01,Vehicle Passenger
Y24H6046212P02,Vehicle Driver
Y24H6046212P03,Vehicle Passenger
Y24H6046215P01,Vehicle Driver
Y24H6046215P02,Vehicle Driver
Y24H6046215P04,Vehicle Passenger
Y24H6046219P01,Vehicle Driver
Y24H6046219P02,Vehicle Passenger
Y24H6046220P01,Vehicle Driver
Y24H6046223P01,Vehicle Driver
Y24H6046225P01,Vehicle Driver
Y24H6046229P01,Vehicle Driver
Y24H6046233P01,Vehicle Driver
Y24H6046235P01,Vehicle Passenger
Y24H6046235P02,Vehicle Driver
Y24H6046239P02,Vehicle Driver
Y24H6050303P01,Vehicle Passenger
Y24H6050303P02,Vehicle Driver
Y24H6050303P03,Vehicle Driver
Y24H6050303P04,Vehicle Passenger
Y24H6050303P05,Vehicle Passenger
Y24H6050304P01,Vehicle Driver
Y24H6050305P03,Vehicle Driver
Y24H6050305P05,Vehicle Driver
Y24H6050305P06,Train
Y24H6050306P01,Vehicle Driver
Y24H6050306P02,Vehicle Driver
Y24H6050306P03,Vehicle Passenger
Y24H6050306P04,Vehicle Passenger
Y24H6050308P01,Walking
Y24H6050308P02,Vehicle Driver
Y24H6050308P03,Train
Y24H6050308P04,Walking
Y24H6050309P01,Vehicle Driver
Y24H6050309P03,Vehicle Passenger
Y24H6050309P04,Walking
Y24H6050309P05,Walking
Y24H6050312P01,Vehicle Driver
Y24H6050312P02,Vehicle Driver
Y24H6050312P03,Walking
Y24H6050312P04,Vehicle Passenger
Y24H6050315P01,Vehicle Driver
Y24H6050316P01,Vehicle Driver
Y24H6050316P02,Vehicle Driver
Y24H6050321P01,Vehicle Driver
Y24H6050323P01,Vehicle Driver
Y24H6050323P02,Vehicle Driver
Y24H6050324P01,Train
Y24H6050326P01,Vehicle Passenger
Y24H6050326P02,Vehicle Driver
Y24H6050332P01,Vehicle Driver
Y24H6050336P01,Vehicle Driver
Y24H6050336P02,Walking
Y24H6050338P01,Vehicle Driver
Y24H6050339P01,Vehicle Driver
Y24H6050339P02,Vehicle Driver
Y24H6050340P01,Vehicle Driver
Y24H6050340P02,Bicycle
Y24H6050340P03,Vehicle Driver
Y24H6050341P01,Walking
Y24H6050409P01,Walking
Y24H6050409P02,Train
Y24H6050409P03,Vehicle Driver
Y24H6050409P04,School Bus
Y24H6050413P01,Vehicle Passenger
Y24H6050414P01,Vehicle Driver
Y24H6050414P02,Vehicle Passenger
Y24H6050415P01,Vehicle Driver
Y24H6050415P02,Vehicle Driver
Y24H6050415P03,Vehicle Passenger
Y24H6050415P04,Vehicle Passenger
Y24H6050420P01,Vehicle Driver
Y24H6050420P02,Vehicle Passenger
Y24H6050432P01,Vehicle Driver
Y24H6050432P02,Vehicle Driver
Y24H6050432P04,Vehicle Passenger
Y24H6050441P01,Vehicle Driver
Y24H6050441P02,Vehicle Passenger
Y24H6050503P03,Train
Y24H6050503P04,Vehicle Driver
Y24H6050503P05,Train
Y24H6050507P01,Vehicle Driver
Y24H6050508P01,Vehicle Driver
Y24H6050509P01,Vehicle Driver
Y24H6050509P03,Bicycle
Y24H6050512P01,Vehicle Driver
Y24H6050512P02,Vehicle Driver
Y24H6050517P01,Plane
Y24H6050518P01,Vehicle Driver
Y24H6050518P02,Vehicle Driver
Y24H6050518P03,Vehicle Passenger
Y24H6050518P04,Vehicle Passenger
Y24H6050518P05,Vehicle Passenger
Y24H6050521P01,Vehicle Driver
Y24H6050521P02,Vehicle Driver
Y24H6050521P03,Vehicle Passenger
Y24H6050521P04,Vehicle Passenger
Y24H6050521P05,Vehicle Passenger
Y24H6050521P06,Vehicle Passenger
Y24H6050526P01,Vehicle Driver
Y24H6050527P01,Vehicle Passenger
Y24H6050527P02,Vehicle Driver
Y24H6050527P03,Vehicle Passenger
Y24H6050527P04,Vehicle Passenger
Y24H6050530P01,Vehicle Driver
Y24H6050530P02,Train
Y24H6050530P04,Vehicle Passenger
Y24H6050532P01,Train
Y24H6050532P02,Vehicle Driver
Y24H6050532P03,Vehicle Passenger
Y24H6050536P01,Vehicle Driver
Y24H6050539P01,Vehicle Driver
Y24H6050539P02,Vehicle Driver
Y24H6050539P03,Vehicle Passenger
Y24H6050540P01,Vehicle Passenger
Y24H6050540P02,Vehicle Driver
Y24H6050540P03,Train
Y24H6050540P04,Vehicle Passenger
Y24H6056101P01,Vehicle Driver
Y24H6056104P01,Vehicle Driver
Y24H6056104P02,Vehicle Passenger
Y24H6056105P01,Vehicle Driver
Y24H6056105P02,Vehicle Driver
Y24H6056105P03,Vehicle Driver
Y24H6056105P04,School Bus
Y24H6056108P01,Vehicle Driver
Y24H6056108P02,Vehicle Driver
Y24H6056111P01,Vehicle Driver
Y24H6056112P01,Vehicle Driver
Y24H6056112P02,Vehicle Driver
Y24H6056112P03,School Bus
Y24H6056112P04,Vehicle Passenger
Y24H6056118P01,Vehicle Driver
Y24H6056118P02,Vehicle Driver
Y24H6056121P01,Vehicle Driver
Y24H6056121P02,Vehicle Driver
Y24H6056121P03,Vehicle Passenger
Y24H6056121P04,Vehicle Passenger
Y24H6056122P01,Vehicle Driver
Y24H6056122P02,Vehicle Passenger
Y24H6056125P01,Vehicle Driver
Y24H6056125P02,Bicycle
Y24H6056137P01,Vehicle Driver
Y24H6056142P01,Vehicle Driver
Y24H6056201P01,Vehicle Driver
Y24H6056201P02,Vehicle Driver
Y24H6056201P03,Vehicle Driver
Y24H6056211P01,Vehicle Driver
Y24H6056213P01,Vehicle Driver
Y24H6056213P02,Vehicle Passenger
Y24H6056217P01,Vehicle Driver
Y24H6056217P02,Vehicle Driver
Y24H6056222P01,Vehicle Driver
Y24H6056224P01,Vehicle Driver
Y24H6056226P01,Vehicle Driver
Y24H6056227P01,Vehicle Driver
Y24H6056228P01,Walking
Y24H6056228P02,Vehicle Driver
Y24H6056228P03,Vehicle Driver
Y24H6056230P01,Vehicle Driver
Y24H6056230P02,Vehicle Driver
Y24H6056232P01,Vehicle Driver
Y24H6056232P02,Vehicle Passenger
Y24H6056237P01,Bicycle
Y24H6056237P02,Vehicle Driver
Y24H6056237P03,Vehicle Driver
Y24H6056237P04,Vehicle Passenger
Y24H6056238P01,Vehicle Driver
Y24H6056238P02,Vehicle Passenger
Y24H6056242P01,Vehicle Passenger
Y24H6056242P02,Vehicle Driver
Y24H6060103P01,Vehicle Driver
Y24H6060107P01,Vehicle Driver
Y24H6060109P01,Train
Y24H6060109P02,Train
Y24H6060109P03,Train
Y24H6060109P04,Vehicle Driver
Y24H6060110P01,Walking
Y24H6060111P01,Vehicle Passenger
Y24H6060112P01,Vehicle Driver
Y24H6060112P02,Vehicle Passenger
Y24H6060113P01,Vehicle Driver
Y24H6060113P02,Vehicle Driver
Y24H6060113P03,Vehicle Passenger
Y24H6060113P05,Vehicle Passenger
Y24H6060115P01,Vehicle Driver
Y24H6060119P01,Vehicle Driver
Y24H6060120P01,Bicycle
Y24H6060120P02,Vehicle Driver
Y24H6060124P01,Vehicle Driver
Y24H6060124P02,Vehicle Driver
Y24H6060130P01,Vehicle Driver
Y24H6060140P01,Vehicle Driver
Y24H6060140P02,Vehicle Driver
Y24H6060201P01,Vehicle Driver
Y24H6060201P02,Train
Y24H6060203P02,Train
Y24H6060204P01,Train
Y24H6060205P01,Walking
Y24H6060205P02,Vehicle Driver
Y24H6060216P01,Taxi
Y24H6060226P01,Vehicle Driver
Y24H6060234P01,Vehicle Driver
Y24H6060308P01,Bicycle
Y24H6060308P02,Tram
Y24H6060315P02,Walking
Y24H6060321P02,Bicycle
Y24H6060326P01,Vehicle Driver
Y24H6060326P02,Vehicle Driver
Y24H6060326P03,Walking
Y24H6060328P01,Tram
Y24H6060331P01,Walking
Y24H6060334P01,Vehicle Driver
Y24H6060334P02,Vehicle Driver
Y24H6060335P01,Walking
Y24H6060335P02,Motorcycle
Y24H6060336P01,Bicycle
Y24H6060339P01,Tram
Y24H6060401P01,Vehicle Driver
Y24H6060401P03,Vehicle Passenger
Y24H6060401P04,Vehicle Passenger
Y24H6060401P05,Vehicle Passenger
Y24H6060401P06,Vehicle Passenger
Y24H6060416P01,Vehicle Driver
Y24H6060416P02,Vehicle Passenger
Y24H6060416P04,Vehicle Driver
Y24H6066102P01,Vehicle Driver
Y24H6066102P02,School Bus
Y24H6066109P02,Vehicle Driver
Y24H6066109P03,Vehicle Passenger
Y24H6066109P04,Vehicle Passenger
Y24H6066110P01,Vehicle Driver
Y24H6066110P02,Vehicle Driver
Y24H6066112P01,Vehicle Driver
Y24H6066112P02,Vehicle Driver
Y24H6066119P01,Public Bus
Y24H6066119P03,Vehicle Passenger
Y24H6066119P04,School Bus
Y24H6066122P02,Vehicle Driver
Y24H6066125P01,Vehicle Passenger
Y24H6066125P02,Vehicle Driver
Y24H6066125P03,Vehicle Passenger
Y24H6066125P04,Vehicle Passenger
Y24H6066131P01,Vehicle Driver
Y24H6066131P02,Vehicle Driver
Y24H6066132P01,Vehicle Driver
Y24H6066135P01,Vehicle Driver
Y24H6066135P02,Vehicle Driver
Y24H6066135P03,Vehicle Driver
Y24H6066135P05,Vehicle Passenger
Y24H6066137P01,Vehicle Driver
Y24H6066137P02,Vehicle Driver
Y24H6066137P03,Vehicle Passenger
Y24H6066138P01,Vehicle Driver
Y24H6066139P01,Vehicle Driver
Y24H6066202P01,Vehicle Driver
Y24H6066203P01,Vehicle Driver
Y24H6066206P01,Vehicle Driver
Y24H6066207P01,Vehicle Driver
Y24H6066207P02,Walking
Y24H6066209P01,Vehicle Driver
Y24H6066209P02,Vehicle Driver
Y24H6066209P03,Vehicle Passenger
Y24H6066214P01,Vehicle Driver
Y24H6066218P01,Vehicle Driver
Y24H6066218P02,Vehicle Driver
Y24H6066218P03,Vehicle Passenger
Y24H6066218P04,Vehicle Passenger
Y24H6066221P01,Vehicle Driver
Y24H6066221P02,Vehicle Passenger
Y24H6066221P03,Vehicle Driver
Y24H6066223P01,Vehicle Driver
Y24H6066223P02,Vehicle Passenger
Y24H6066230P01,Vehicle Driver
Y24H6066231P01,Vehicle Driver
Y24H6066231P02,Vehicle Passenger
Y24H6066232P01,Vehicle Driver
Y24H6066232P02,Vehicle Driver
Y24H6066233P01,Vehicle Driver
Y24H6066233P02,Vehicle Passenger
Y24H6070104P01,Vehicle Passenger
Y24H6070104P02,Vehicle Driver
Y24H6070104P04,School Bus
Y24H6070109P01,Vehicle Driver
Y24H6070109P02,Public Bus
Y24H6070109P03,Vehicle Passenger
Y24H6070109P04,Vehicle Driver
Y24H6070109P05,Vehicle Passenger
Y24H6070109P06,Vehicle Passenger
Y24H6070112P01,Vehicle Driver
Y24H6070119P01,Vehicle Driver
Y24H6070128P01,Vehicle Driver
Y24H6070134P01,Vehicle Driver
Y24H6070134P02,Vehicle Driver
Y24H6070134P03,Vehicle Passenger
Y24H6070134P04,Vehicle Passenger
Y24H6070139P01,Vehicle Driver
Y24H6070140P01,Vehicle Driver
Y24H6070140P03,Vehicle Passenger
Y24H6070140P04,Vehicle Passenger
Y24H6070142P01,Vehicle Driver
Y24H6070204P01,Vehicle Driver
Y24H6070204P02,Public Bus
Y24H6070204P03,Vehicle Passenger
Y24H6070206P01,Vehicle Passenger
Y24H6070206P02,Vehicle Driver
Y24H6070206P04,Vehicle Passenger
Y24H6070206P05,Vehicle Passenger
Y24H6070207P01,Vehicle Driver
Y24H6070207P02,Vehicle Driver
Y24H6070207P03,Vehicle Passenger
Y24H6070209P01,Vehicle Driver
Y24H6070209P02,Walking
Y24H6070209P03,Vehicle Driver
Y24H6070211P02,Vehicle Driver
Y24H6070211P04,Vehicle Passenger
Y24H6070211P05,Vehicle Passenger
Y24H6070213P02,Vehicle Driver
Y24H6070219P01,Walking
Y24H6070222P01,Vehicle Driver
Y24H6070224P01,Vehicle Driver
Y24H6070224P02,Vehicle Driver
Y24H6070228P01,Walking
Y24H6070228P02,Vehicle Driver
Y24H6070228P03,Walking
Y24H6070231P01,Vehicle Driver
Y24H6070235P01,Vehicle Driver
Y24H6070238P01,Vehicle Driver
Y24H6070238P02,Vehicle Driver
Y24H6070238P03,Vehicle Passenger
Y24H6070239P01,Rideshare Service
Y24H6070239P02,Rideshare Service
Y24H6070303P01,Vehicle Driver
Y24H6070304P01,Walking
Y24H6070314P01,Vehicle Driver
Y24H6070314P02,Tram
Y24H6070315P01,Vehicle Driver
Y24H6070317P01,Vehicle Driver
Y24H6070320P01,Vehicle Driver
Y24H6070320P02,Vehicle Passenger
Y24H6070320P03,Vehicle Passenger
Y24H6070323P01,Vehicle Passenger
Y24H6070323P02,Vehicle Driver
Y24H6070324P01,Vehicle Passenger
Y24H6070324P02,Vehicle Driver
Y24H6070324P03,Vehicle Driver
Y24H6070326P01,Vehicle Driver
Y24H6070328P01,Walking
Y24H6070328P02,Walking
Y24H6070332P01,Vehicle Driver
Y24H6070332P02,Train
Y24H6070333P01,Tram
Y24H6070333P02,Vehicle Driver
Y24H6070334P01,Walking
Y24H6070337P01,Vehicle Driver
Y24H6070337P02,Vehicle Passenger
Y24H6070338P01,Train
Y24H6070338P02,Train
Y24H6070341P01,Vehicle Driver
Y24H6070341P02,Vehicle Driver
Y24H6070401P01,Vehicle Driver
Y24H6070401P02,Vehicle Passenger
Y24H6070401P03,Vehicle Driver
Y24H6070402P01,Vehicle Driver
Y24H6070403P01,Vehicle Driver
Y24H6070403P02,Vehicle Driver
Y24H6070403P03,Vehicle Passenger
Y24H6070403P04,Vehicle Passenger
Y24H6070405P01,Vehicle Passenger
Y24H6070407P01,Vehicle Passenger
Y24H6070407P02,Vehicle Driver
Y24H6070407P03,Vehicle Passenger
Y24H6070407P04,Vehicle Passenger
Y24H6070408P01,Walking
Y24H6070409P01,Train
Y24H6070410P01,Vehicle Driver
Y24H6070410P02,Public Bus
Y24H6070411P02,Vehicle Driver
Y24H6070411P03,Vehicle Passenger
Y24H6070412P01,Vehicle Driver
Y24H6070417P01,Train
Y24H6070418P01,Walking
Y24H6070418P02,Vehicle Driver
Y24H6070418P03,Vehicle Passenger
Y24H6070423P01,Walking
Y24H6070432P01,Walking
Y24H6070432P02,Vehicle Driver
Y24H6070436P01,Vehicle Driver
Y24H6070436P02,Vehicle Passenger
Y24H6070439P01,Vehicle Driver
Y24H6070442P01,Train
Y24H6076118P01,Vehicle Driver
