persid,most_used_mode
Y24H6190319P02,Vehicle Driver
Y24H6190322P01,Walking
Y24H6190325P01,Vehicle Driver
Y24H6190325P02,Vehicle Driver
Y24H6190327P01,Vehicle Driver
Y24H6190330P01,Walking
Y24H6190330P02,Walking
Y24H6190331P01,Train
Y24H6190331P02,Vehicle Driver
Y24H6190331P03,Vehicle Passenger
Y24H6190332P01,Vehicle Driver
Y24H6190335P01,Vehicle Driver
Y24H6190335P02,Walking
Y24H6190404P01,Vehicle Driver
Y24H6190406P01,Vehicle Driver
Y24H6190408P01,Vehicle Driver
Y24H6190408P02,Vehicle Driver
Y24H6190409P01,Walking
Y24H6190423P01,Mobility Scooter
Y24H6190437P01,Vehicle Driver
Y24H6190440P01,Vehicle Driver
Y24H6200103P01,Vehicle Driver
Y24H6200103P02,Vehicle Driver
Y24H6200105P01,Vehicle Driver
Y24H6200105P02,Vehicle Driver
Y24H6200107P01,Walking
Y24H6200109P01,Vehicle Driver
Y24H6200109P02,Vehicle Passenger
Y24H6200110P01,Vehicle Driver
Y24H6200110P02,Vehicle Driver
Y24H6200112P01,Vehicle Driver
Y24H6200112P02,Vehicle Driver
Y24H6200113P01,Walking
Y24H6200113P02,Walking
Y24H6200114P01,Walking
Y24H6200114P02,Vehicle Driver
Y24H6200114P03,Walking
Y24H6200114P04,Walking
Y24H6200116P01,Vehicle Driver
Y24H6200116P02,Vehicle Passenger
Y24H6200122P01,Walking
Y24H6200126P01,Vehicle Driver
Y24H6200126P02,Walking
Y24H6200129P01,Vehicle Driver
Y24H6200136P01,Vehicle Driver
Y24H6200136P02,Vehicle Driver
Y24H6200137P03,Train
Y24H6200139P01,Vehicle Driver
Y24H6200304P01,Vehicle Driver
Y24H6200304P02,Vehicle Passenger
Y24H6200304P03,Vehicle Passenger
Y24H6200307P01,Vehicle Driver
Y24H6200307P02,Vehicle Driver
Y24H6200307P03,Vehicle Passenger
Y24H6200308P01,Vehicle Driver
Y24H6200308P03,Rideshare Service
Y24H6200309P01,Vehicle Driver
Y24H6200309P02,Vehicle Driver
Y24H6200309P03,School Bus
Y24H6200309P04,School Bus
Y24H6200310P01,Vehicle Driver
Y24H6200311P01,Motorcycle
Y24H6200311P02,Vehicle Driver
Y24H6200311P03,Vehicle Passenger
Y24H6200311P04,Train
Y24H6200311P05,Vehicle Driver
Y24H6200313P01,Train
Y24H6200313P02,Vehicle Driver
Y24H6200314P02,Walking
Y24H6200316P02,Vehicle Driver
Y24H6200318P01,Vehicle Driver
Y24H6200318P02,Vehicle Driver
Y24H6200318P04,Train
Y24H6200321P01,Vehicle Passenger
Y24H6200321P02,Vehicle Driver
Y24H6200323P01,Walking
Y24H6200323P02,Vehicle Driver
Y24H6200324P01,Vehicle Driver
Y24H6200326P01,Vehicle Driver
Y24H6200327P01,Vehicle Driver
Y24H6200327P02,Vehicle Passenger
Y24H6200327P03,Vehicle Passenger
Y24H6200328P01,Walking
Y24H6200328P02,Walking
Y24H6200330P02,Train
Y24H6200331P01,Train
Y24H6200331P02,Vehicle Driver
Y24H6200331P03,Vehicle Driver
Y24H6200331P04,Tram
Y24H6200333P01,Vehicle Driver
Y24H6200333P02,Vehicle Driver
Y24H6200333P03,Vehicle Driver
Y24H6200333P04,Vehicle Passenger
Y24H6200336P01,Walking
Y24H6200336P02,Walking
Y24H6200336P03,Public Bus
Y24H6200336P04,Public Bus
Y24H6200336P05,Walking
Y24H6200339P01,Vehicle Driver
Y24H6200339P02,Vehicle Driver
Y24H6200340P01,Vehicle Driver
Y24H6200340P02,Vehicle Driver
Y24H6200341P01,Vehicle Passenger
Y24H6200341P02,Vehicle Driver
Y24H6200341P03,Vehicle Passenger
Y24H6200341P04,Vehicle Passenger
Y24H6200405P01,Vehicle Driver
Y24H6200405P02,Vehicle Driver
Y24H6200405P03,Vehicle Passenger
Y24H6200405P05,Vehicle Passenger
Y24H6200405P06,Vehicle Passenger
Y24H6200406P01,Vehicle Passenger
Y24H6200406P02,Vehicle Driver
Y24H6200406P03,Vehicle Passenger
Y24H6200406P04,Vehicle Passenger
Y24H6200410P01,Vehicle Driver
Y24H6200420P01,Vehicle Passenger
Y24H6200420P02,Vehicle Driver
Y24H6200420P03,Vehicle Passenger
Y24H6200420P04,Vehicle Passenger
Y24H6200427P01,Vehicle Driver
Y24H6200427P02,Vehicle Passenger
Y24H6200430P01,Vehicle Driver
Y24H6200430P02,Vehicle Driver
Y24H6200430P03,School Bus
Y24H6200430P04,School Bus
Y24H6200430P05,Vehicle Passenger
Y24H6200431P03,School Bus
Y24H6200431P04,Vehicle Passenger
Y24H6200431P05,Vehicle Passenger
Y24H6200431P06,Vehicle Passenger
Y24H6200435P01,Vehicle Passenger
Y24H6200435P02,Vehicle Driver
Y24H6200440P01,Vehicle Driver
Y24H6200440P02,Vehicle Driver
Y24H6200440P03,Vehicle Passenger
Y24H6200440P04,Vehicle Passenger
Y24H6210206P01,Vehicle Driver
Y24H6210206P03,Vehicle Passenger
Y24H6210206P04,Walking
Y24H6210208P01,Vehicle Driver
Y24H6210208P02,Vehicle Driver
Y24H6210211P01,Vehicle Driver
Y24H6210211P02,Vehicle Driver
Y24H6210211P03,Vehicle Passenger
Y24H6210211P04,Vehicle Passenger
Y24H6210212P01,Walking
Y24H6210212P02,Vehicle Driver
Y24H6210214P01,Vehicle Driver
Y24H6210214P02,Vehicle Passenger
Y24H6210217P01,Vehicle Driver
Y24H6210218P02,Vehicle Driver
Y24H6210223P01,Vehicle Passenger
Y24H6210223P02,Vehicle Driver
Y24H6210227P01,Vehicle Passenger
Y24H6210227P02,Vehicle Passenger
Y24H6210228P01,Vehicle Driver
Y24H6210228P02,Vehicle Passenger
Y24H6210228P03,Vehicle Passenger
Y24H6210229P01,Vehicle Driver
Y24H6210229P02,Vehicle Driver
Y24H6210230P01,Train
Y24H6210230P02,Vehicle Driver
Y24H6210230P03,Vehicle Passenger
Y24H6210230P04,Vehicle Passenger
Y24H6210231P01,Vehicle Driver
Y24H6210231P02,Train
Y24H6210235P01,Vehicle Driver
Y24H6210235P02,Vehicle Driver
Y24H6210235P03,Vehicle Passenger
Y24H6210236P04,Vehicle Driver
Y24H6210238P01,Vehicle Driver
Y24H6210238P02,Vehicle Driver
Y24H6210238P03,Vehicle Passenger
Y24H6210238P04,Vehicle Passenger
Y24H6210239P01,Vehicle Driver
Y24H6210241P01,Vehicle Driver
Y24H6210402P01,Vehicle Driver
Y24H6210408P01,Vehicle Driver
Y24H6210409P01,Vehicle Driver
Y24H6210409P02,Vehicle Passenger
Y24H6210422P01,Vehicle Driver
Y24H6210422P02,Vehicle Driver
Y24H6210425P01,Vehicle Driver
Y24H6210425P02,Vehicle Driver
Y24H6210425P03,Vehicle Passenger
Y24H6210425P04,Vehicle Passenger
Y24H6210425P05,Vehicle Passenger
Y24H6210427P02,Vehicle Driver
Y24H6210428P01,Walking
Y24H6210428P02,Vehicle Driver
Y24H6210430P01,Vehicle Driver
Y24H6210430P02,Vehicle Driver
Y24H6210434P01,Vehicle Driver
Y24H6210434P02,Vehicle Driver
Y24H6210435P01,Vehicle Driver
Y24H6210435P02,Vehicle Passenger
Y24H6210435P03,Vehicle Driver
Y24H6210435P04,Vehicle Driver
Y24H6210435P05,Walking
Y24H6210438P01,Vehicle Driver
Y24H6210438P02,Vehicle Passenger
Y24H6210501P01,Vehicle Driver
Y24H6210501P02,Vehicle Passenger
Y24H6210501P03,Vehicle Passenger
Y24H6210506P01,Vehicle Driver
Y24H6210511P01,Vehicle Driver
Y24H6210511P02,Vehicle Passenger
Y24H6210515P01,Vehicle Driver
Y24H6210516P01,Vehicle Driver
Y24H6210516P02,Vehicle Passenger
Y24H6210516P03,Vehicle Passenger
Y24H6210523P01,Vehicle Driver
Y24H6210523P02,Vehicle Driver
Y24H6210525P01,Vehicle Driver
Y24H6210525P02,Vehicle Driver
Y24H6210527P01,Vehicle Driver
Y24H6210527P03,Vehicle Passenger
Y24H6210528P01,Vehicle Driver
Y24H6210539P02,Vehicle Driver
Y24H6220101P01,Vehicle Driver
Y24H6220101P02,Vehicle Driver
Y24H6220101P03,Vehicle Passenger
Y24H6220101P04,Vehicle Passenger
Y24H6220101P05,Vehicle Passenger
Y24H6220111P02,Vehicle Driver
Y24H6220114P01,Vehicle Driver
Y24H6220114P02,Vehicle Passenger
Y24H6220114P03,Vehicle Driver
Y24H6220116P01,Walking
Y24H6220119P01,Vehicle Driver
Y24H6220121P01,Vehicle Driver
Y24H6220130P01,Walking
Y24H6220133P01,Vehicle Driver
Y24H6220142P01,Train
Y24H6220402P01,Vehicle Passenger
Y24H6220402P03,Vehicle Driver
Y24H6220408P01,Vehicle Driver
Y24H6220408P02,Train
Y24H6220409P01,Vehicle Driver
Y24H6220409P02,Vehicle Driver
Y24H6220409P03,Vehicle Passenger
Y24H6220411P01,Vehicle Driver
Y24H6220411P02,Vehicle Driver
Y24H6220411P04,Vehicle Passenger
Y24H6220412P01,Vehicle Driver
Y24H6220412P02,Vehicle Passenger
Y24H6220417P01,Vehicle Driver
Y24H6220419P01,Train
Y24H6220420P01,Vehicle Driver
Y24H6220429P02,Vehicle Driver
Y24H6220429P03,Vehicle Passenger
Y24H6220436P01,Train
Y24H6220436P02,Vehicle Driver
Y24H6220442P01,Vehicle Passenger
Y24H6220442P02,Vehicle Driver
Y24H6220442P03,Vehicle Passenger
Y24H6220442P04,Vehicle Passenger
Y24H6220501P01,Vehicle Driver
Y24H6220501P02,Vehicle Driver
Y24H6220501P03,Vehicle Passenger
Y24H6220501P04,Vehicle Passenger
Y24H6220503P01,Vehicle Driver
Y24H6220505P01,Vehicle Driver
Y24H6220505P02,Vehicle Driver
Y24H6220505P03,Vehicle Driver
Y24H6220505P04,Vehicle Passenger
Y24H6220506P02,Vehicle Driver
Y24H6220506P04,Vehicle Passenger
Y24H6220506P06,Vehicle Passenger
Y24H6220515P01,Vehicle Driver
Y24H6220516P01,Vehicle Driver
Y24H6220516P02,Vehicle Driver
Y24H6220516P03,Walking
Y24H6220516P04,Walking
Y24H6220516P05,Walking
Y24H6220524P02,Vehicle Driver
Y24H6220531P02,Vehicle Driver
Y24H6220532P01,Vehicle Driver
Y24H6220533P01,Vehicle Driver
Y24H6220533P04,Vehicle Passenger
Y24H6220536P02,Vehicle Driver
Y24H6220536P03,Vehicle Driver
Y24H6220539P01,Vehicle Driver
Y24H6230102P02,Vehicle Driver
Y24H6230118P02,Vehicle Driver
Y24H6230119P01,Walking
Y24H6230119P02,Vehicle Driver
Y24H6230119P03,Vehicle Passenger
Y24H6230127P01,Vehicle Driver
Y24H6230127P02,Vehicle Passenger
Y24H6230127P03,Vehicle Driver
Y24H6230127P04,Vehicle Driver
Y24H6230130P01,Vehicle Driver
Y24H6230130P02,Vehicle Driver
Y24H6230130P03,Vehicle Driver
Y24H6230130P04,Vehicle Driver
Y24H6230132P01,Vehicle Driver
Y24H6230132P02,Train
Y24H6230132P03,Vehicle Passenger
Y24H6230132P04,Vehicle Driver
Y24H6230140P01,Vehicle Driver
Y24H6230401P01,Vehicle Driver
Y24H6230401P02,Vehicle Driver
Y24H6230401P03,Vehicle Driver
Y24H6230402P01,Vehicle Passenger
Y24H6230402P02,Vehicle Driver
Y24H6230404P01,Train
Y24H6230404P02,Vehicle Driver
Y24H6230404P03,Train
Y24H6230404P04,Train
Y24H6230405P01,Vehicle Driver
Y24H6230405P02,Train
Y24H6230407P02,Walking
Y24H6230408P01,Walking
Y24H6230408P02,Train
Y24H6230408P03,Walking
Y24H6230408P04,Walking
Y24H6230408P05,Walking
Y24H6230409P01,Vehicle Driver
Y24H6230409P02,Walking
Y24H6230409P03,Vehicle Driver
Y24H6230409P04,Walking
Y24H6230411P01,Vehicle Driver
Y24H6230412P01,Vehicle Passenger
Y24H6230415P01,Vehicle Driver
Y24H6230415P02,Vehicle Driver
Y24H6230416P01,Vehicle Driver
Y24H6230416P02,Vehicle Driver
Y24H6230419P01,Vehicle Driver
Y24H6230420P01,Vehicle Driver
Y24H6230420P02,Vehicle Passenger
Y24H6230421P01,Walking
Y24H6230421P02,Vehicle Driver
Y24H6230431P01,Vehicle Driver
Y24H6230432P04,Vehicle Passenger
Y24H6230432P05,Vehicle Passenger
Y24H6230432P06,Vehicle Driver
Y24H6230433P01,Vehicle Driver
Y24H6230433P02,Vehicle Driver
Y24H6230436P01,Vehicle Passenger
Y24H6230436P03,Walking
Y24H6230436P04,Walking
Y24H6230439P02,Vehicle Driver
Y24H6230501P01,Vehicle Driver
Y24H6230501P02,Vehicle Driver
Y24H6230501P03,Vehicle Passenger
Y24H6230501P04,Vehicle Passenger
Y24H6230505P01,Vehicle Passenger
Y24H6230510P01,Vehicle Driver
Y24H6230511P01,Vehicle Driver
Y24H6230511P02,Vehicle Driver
Y24H6230513P01,Vehicle Passenger
Y24H6230513P02,Vehicle Driver
Y24H6230513P03,Vehicle Passenger
Y24H6230518P01,Train
Y24H6230519P02,Vehicle Driver
Y24H6230521P01,Vehicle Driver
Y24H6230521P02,Vehicle Passenger
Y24H6230522P01,Vehicle Driver
Y24H6230522P03,Vehicle Passenger
Y24H6230523P02,Vehicle Driver
Y24H6230524P02,Vehicle Driver
Y24H6230525P01,Vehicle Driver
Y24H6230527P01,Vehicle Driver
Y24H6230527P03,Vehicle Passenger
Y24H6230529P01,Vehicle Driver
Y24H6230529P02,Vehicle Driver
Y24H6230531P01,Vehicle Driver
Y24H6230531P02,Vehicle Driver
Y24H6230533P01,Vehicle Driver
Y24H6230533P02,Vehicle Driver
Y24H6230534P01,Vehicle Passenger
Y24H6230534P02,Vehicle Driver
Y24H6230535P02,Vehicle Driver
Y24H6230535P03,Vehicle Passenger
Y24H6230536P01,Vehicle Passenger
Y24H6230536P02,Vehicle Driver
Y24H6230542P01,Vehicle Driver
Y24H6230542P02,Vehicle Driver
Y24H6240201P01,Vehicle Driver
Y24H6240205P01,Public Bus
Y24H6240205P02,Public Bus
Y24H6240211P01,Vehicle Driver
Y24H6240213P01,Vehicle Driver
Y24H6240213P02,Vehicle Passenger
Y24H6240213P03,Vehicle Passenger
Y24H6240213P04,Vehicle Passenger
Y24H6240218P01,Vehicle Driver
Y24H6240227P01,Vehicle Passenger
Y24H6240227P02,Vehicle Driver
Y24H6240229P01,Vehicle Driver
Y24H6240229P02,Vehicle Driver
Y24H6240233P01,Vehicle Driver
Y24H6240233P02,Vehicle Driver
Y24H6240238P01,Vehicle Driver
Y24H6240240P01,Walking
Y24H6240240P02,Vehicle Driver
Y24H6240240P03,Vehicle Passenger
Y24H6240404P01,Vehicle Driver
Y24H6240404P02,Vehicle Driver
Y24H6240410P01,Vehicle Driver
Y24H6240410P02,Vehicle Driver
Y24H6240410P03,Vehicle Passenger
Y24H6240410P04,Vehicle Passenger
Y24H6240413P01,Vehicle Driver
Y24H6240413P02,Vehicle Passenger
Y24H6240414P02,Vehicle Driver
Y24H6240414P03,Vehicle Passenger
Y24H6240415P01,Vehicle Driver
Y24H6240416P01,Vehicle Driver
Y24H6240416P02,Vehicle Driver
Y24H6240416P03,Vehicle Passenger
Y24H6240416P04,Vehicle Passenger
Y24H6240417P01,Vehicle Driver
Y24H6240417P02,Vehicle Passenger
Y24H6240417P03,Vehicle Passenger
Y24H6240418P01,Vehicle Driver
Y24H6240418P02,Vehicle Passenger
Y24H6240418P03,Vehicle Driver
Y24H6240418P04,Vehicle Driver
Y24H6240426P01,Vehicle Driver
Y24H6240426P02,Vehicle Driver
Y24H6240429P01,Vehicle Driver
Y24H6240431P01,Vehicle Driver
Y24H6240431P02,Vehicle Driver
Y24H6240431P03,Vehicle Passenger
Y24H6240432P01,Walking
Y24H6240433P01,Vehicle Driver
Y24H6240433P02,Rideshare Service
Y24H6240437P01,Vehicle Driver
Y24H6240437P02,Vehicle Passenger
Y24H6240440P01,Vehicle Driver
Y24H6240440P02,Vehicle Driver
Y24H6240440P03,Vehicle Passenger
Y24H6240440P05,Vehicle Passenger
Y24H6240441P01,Public Bus
Y24H6250101P01,Walking
Y24H6250101P02,Vehicle Driver
Y24H6250101P03,Walking
Y24H6250101P04,Walking
Y24H6250101P05,Walking
Y24H6250102P01,Vehicle Driver
Y24H6250102P02,Vehicle Passenger
Y24H6250103P01,Vehicle Driver
Y24H6250103P02,Vehicle Driver
Y24H6250103P03,School Bus
Y24H6250103P04,Walking
Y24H6250104P01,Vehicle Driver
Y24H6250105P01,Vehicle Passenger
Y24H6250105P02,Vehicle Driver
Y24H6250105P03,Train
Y24H6250105P04,Vehicle Driver
Y24H6250105P05,Vehicle Passenger
Y24H6250107P01,Vehicle Driver
Y24H6250107P02,Vehicle Driver
Y24H6250107P03,Vehicle Passenger
Y24H6250107P04,Vehicle Passenger
Y24H6250115P02,Vehicle Driver
Y24H6250115P03,Vehicle Passenger
Y24H6250115P04,Vehicle Passenger
Y24H6250116P01,Vehicle Driver
Y24H6250116P02,Vehicle Passenger
Y24H6250118P01,Vehicle Driver
Y24H6250118P02,Walking
Y24H6250118P03,Train
Y24H6250118P04,Vehicle Passenger
Y24H6250118P05,Vehicle Passenger
Y24H6250118P06,Vehicle Passenger
Y24H6250125P01,Vehicle Driver
Y24H6250125P02,Vehicle Passenger
Y24H6250125P03,Vehicle Passenger
Y24H6250129P01,Walking
Y24H6250129P02,Vehicle Driver
Y24H6250133P01,Vehicle Driver
Y24H6250139P01,Walking
Y24H6250139P02,Walking
Y24H6250141P02,Vehicle Passenger
Y24H6250401P02,Vehicle Driver
Y24H6250404P01,Vehicle Driver
Y24H6250404P02,Rideshare Service
Y24H6250407P02,Vehicle Driver
Y24H6250412P01,Vehicle Driver
Y24H6250412P02,Vehicle Driver
Y24H6250412P03,Vehicle Passenger
Y24H6250412P04,Tram
Y24H6250416P01,Vehicle Driver
Y24H6250416P02,Vehicle Passenger
Y24H6250416P03,Vehicle Driver
Y24H6250416P04,Vehicle Passenger
Y24H6250423P01,Vehicle Driver
Y24H6250423P02,Vehicle Passenger
Y24H6250424P01,Walking
Y24H6250425P01,Vehicle Driver
Y24H6250425P02,Vehicle Driver
Y24H6250426P01,Walking
Y24H6250427P02,Vehicle Driver
Y24H6250428P01,Vehicle Driver
Y24H6250428P02,Vehicle Driver
Y24H6250428P03,Vehicle Driver
Y24H6250429P01,Vehicle Driver
Y24H6250430P01,Train
Y24H6250430P03,Vehicle Passenger
Y24H6250431P01,Vehicle Driver
Y24H6250431P02,Walking
Y24H6250431P03,Walking
Y24H6250432P01,Vehicle Driver
Y24H6250438P01,Vehicle Driver
Y24H6250438P02,Vehicle Driver
Y24H6250438P03,Vehicle Passenger
Y24H6250438P04,Vehicle Passenger
